
Intensity Sum Ch=5 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
3.04926e+07,,Surface,5,Image 1,1,0,
8.7291e+07,,Surface,5,Image 1,1,1,
1.96156e+08,,Surface,5,Image 1,1,2,
1.78249e+07,,Surface,5,Image 1,1,3,
3.02302e+08,,Surface,5,Image 1,1,4,
1.05291e+07,,Surface,5,Image 1,1,5,
7.65892e+07,,Surface,5,Image 1,1,6,
3.31165e+08,,Surface,5,Image 1,1,7,
8.75203e+07,,Surface,5,Image 1,1,8,
1.59898e+08,,Surface,5,Image 1,1,9,
1.57116e+09,,Surface,5,Image 1,1,10,
4.56282e+08,,Surface,5,Image 1,1,11,
2.61596e+08,,Surface,5,Image 1,1,12,
4.64554e+07,,Surface,5,Image 1,1,13,
4.18596e+07,,Surface,5,Image 1,1,14,
9.04482e+07,,Surface,5,Image 1,1,15,
1.70088e+08,,Surface,5,Image 1,1,16,
5.23702e+07,,Surface,5,Image 1,1,17,
6.421e+07,,Surface,5,Image 1,1,18,
2.22511e+08,,Surface,5,Image 1,1,19,
