
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
2560.4,,Surface,3,Image 1,1,0,
1687.35,,Surface,3,Image 1,1,1,
2738.65,,Surface,3,Image 1,1,2,
976.587,,Surface,3,Image 1,1,3,
1685.28,,Surface,3,Image 1,1,4,
1650.46,,Surface,3,Image 1,1,5,
3501.23,,Surface,3,Image 1,1,6,
1805.27,,Surface,3,Image 1,1,7,
4374.57,,Surface,3,Image 1,1,8,
4516.97,,Surface,3,Image 1,1,9,
4992.86,,Surface,3,Image 1,1,10,
2485.97,,Surface,3,Image 1,1,11,
2473.14,,Surface,3,Image 1,1,12,
1766.14,,Surface,3,Image 1,1,13,
1503.71,,Surface,3,Image 1,1,14,
2084.19,,Surface,3,Image 1,1,15,
5347.1,,Surface,3,Image 1,1,16,
1416.62,,Surface,3,Image 1,1,17,
2078.1,,Surface,3,Image 1,1,18,
2560.27,,Surface,3,Image 1,1,19,
