
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
2449,,Surface,4,Image 1,1,0,
2062,,Surface,4,Image 1,1,1,
1889,,Surface,4,Image 1,1,2,
2464,,Surface,4,Image 1,1,3,
1868,,Surface,4,Image 1,1,4,
2321,,Surface,4,Image 1,1,5,
1416,,Surface,4,Image 1,1,6,
2006,,Surface,4,Image 1,1,7,
2103,,Surface,4,Image 1,1,8,
1904,,Surface,4,Image 1,1,9,
1704,,Surface,4,Image 1,1,10,
1707,,Surface,4,Image 1,1,11,
2310,,Surface,4,Image 1,1,12,
1699,,Surface,4,Image 1,1,13,
2013,,Surface,4,Image 1,1,14,
1931,,Surface,4,Image 1,1,15,
2480,,Surface,4,Image 1,1,16,
2406,,Surface,4,Image 1,1,17,
2500,,Surface,4,Image 1,1,18,
1513,,Surface,4,Image 1,1,19,
