
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
378.938,um,Surface,Distance from Origin,1,0,
395.061,um,Surface,Distance from Origin,1,1,
366.212,um,Surface,Distance from Origin,1,2,
350.797,um,Surface,Distance from Origin,1,3,
392.694,um,Surface,Distance from Origin,1,4,
368.604,um,Surface,Distance from Origin,1,5,
320.604,um,Surface,Distance from Origin,1,6,
351.631,um,Surface,Distance from Origin,1,7,
320.132,um,Surface,Distance from Origin,1,8,
279.603,um,Surface,Distance from Origin,1,9,
315.211,um,Surface,Distance from Origin,1,10,
323.599,um,Surface,Distance from Origin,1,11,
242.843,um,Surface,Distance from Origin,1,12,
214.205,um,Surface,Distance from Origin,1,13,
235.577,um,Surface,Distance from Origin,1,14,
270.99,um,Surface,Distance from Origin,1,15,
207.147,um,Surface,Distance from Origin,1,16,
157.365,um,Surface,Distance from Origin,1,17,
121.316,um,Surface,Distance from Origin,1,18,
52.7633,um,Surface,Distance from Origin,1,19,
