
Volume
 ==================== 
Volume,Unit,Category,Time,ID,
1784.42,um^3,Surface,1,0,
6179.8,um^3,Surface,1,1,
8635.61,um^3,Surface,1,2,
1605.08,um^3,Surface,1,3,
17960.6,um^3,Surface,1,4,
1362.98,um^3,Surface,1,5,
2280.46,um^3,Surface,1,6,
19447.3,um^3,Surface,1,7,
2803.18,um^3,Surface,1,8,
1952.9,um^3,Surface,1,9,
44568.5,um^3,Surface,1,10,
24183.6,um^3,Surface,1,11,
5541.51,um^3,Surface,1,12,
2142.12,um^3,Surface,1,13,
1411.54,um^3,Surface,1,14,
3145.73,um^3,Surface,1,15,
1276.29,um^3,Surface,1,16,
1251.93,um^3,Surface,1,17,
1295,um^3,Surface,1,18,
14044.5,um^3,Surface,1,19,
