
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
62,,Surface,2,Image 1,1,0,
14,,Surface,2,Image 1,1,1,
8,,Surface,2,Image 1,1,2,
64,,Surface,2,Image 1,1,3,
0,,Surface,2,Image 1,1,4,
42,,Surface,2,Image 1,1,5,
9,,Surface,2,Image 1,1,6,
2,,Surface,2,Image 1,1,7,
20,,Surface,2,Image 1,1,8,
10,,Surface,2,Image 1,1,9,
0,,Surface,2,Image 1,1,10,
6,,Surface,2,Image 1,1,11,
4,,Surface,2,Image 1,1,12,
14,,Surface,2,Image 1,1,13,
40,,Surface,2,Image 1,1,14,
32,,Surface,2,Image 1,1,15,
77,,Surface,2,Image 1,1,16,
45,,Surface,2,Image 1,1,17,
53,,Surface,2,Image 1,1,18,
14,,Surface,2,Image 1,1,19,
