
Intensity Mean Ch=2 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1527.31,,Surface,2,Image 1,1,0,
1062.41,,Surface,2,Image 1,1,1,
1037.65,,Surface,2,Image 1,1,2,
1753.24,,Surface,2,Image 1,1,3,
1094.79,,Surface,2,Image 1,1,4,
1231.74,,Surface,2,Image 1,1,5,
1013.09,,Surface,2,Image 1,1,6,
1030.93,,Surface,2,Image 1,1,7,
912.01,,Surface,2,Image 1,1,8,
2133.41,,Surface,2,Image 1,1,9,
1413.2,,Surface,2,Image 1,1,10,
1008.78,,Surface,2,Image 1,1,11,
1211.1,,Surface,2,Image 1,1,12,
1029.8,,Surface,2,Image 1,1,13,
992.979,,Surface,2,Image 1,1,14,
989.526,,Surface,2,Image 1,1,15,
1702.12,,Surface,2,Image 1,1,16,
1014.31,,Surface,2,Image 1,1,17,
946.759,,Surface,2,Image 1,1,18,
821.626,,Surface,2,Image 1,1,19,
