
Intensity Sum Ch=2 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
9.10446e+07,,Surface,2,Image 1,1,0,
2.18909e+08,,Surface,2,Image 1,1,1,
2.99427e+08,,Surface,2,Image 1,1,2,
9.32111e+07,,Surface,2,Image 1,1,3,
6.55387e+08,,Surface,2,Image 1,1,4,
5.65222e+07,,Surface,2,Image 1,1,5,
7.7397e+07,,Surface,2,Image 1,1,6,
6.70558e+08,,Surface,2,Image 1,1,7,
8.56277e+07,,Surface,2,Image 1,1,8,
1.39062e+08,,Surface,2,Image 1,1,9,
2.10684e+09,,Surface,2,Image 1,1,10,
8.15712e+08,,Surface,2,Image 1,1,11,
2.24069e+08,,Surface,2,Image 1,1,12,
7.34739e+07,,Surface,2,Image 1,1,13,
4.68289e+07,,Surface,2,Image 1,1,14,
1.03511e+08,,Surface,2,Image 1,1,15,
7.33936e+07,,Surface,2,Image 1,1,16,
4.23363e+07,,Surface,2,Image 1,1,17,
4.11812e+07,,Surface,2,Image 1,1,18,
3.86917e+08,,Surface,2,Image 1,1,19,
