
Intensity Sum Ch=4 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
5.26596e+08,,Surface,4,Image 1,1,0,
2.82788e+09,,Surface,4,Image 1,1,1,
3.68223e+09,,Surface,4,Image 1,1,2,
4.80632e+08,,Surface,4,Image 1,1,3,
7.5712e+09,,Surface,4,Image 1,1,4,
3.88733e+08,,Surface,4,Image 1,1,5,
9.04401e+08,,Surface,4,Image 1,1,6,
8.77885e+09,,Surface,4,Image 1,1,7,
1.33713e+09,,Surface,4,Image 1,1,8,
5.2395e+08,,Surface,4,Image 1,1,9,
2.17105e+10,,Surface,4,Image 1,1,10,
1.05407e+10,,Surface,4,Image 1,1,11,
2.43412e+09,,Surface,4,Image 1,1,12,
9.0188e+08,,Surface,4,Image 1,1,13,
6.72431e+08,,Surface,4,Image 1,1,14,
1.61117e+09,,Surface,4,Image 1,1,15,
3.38797e+08,,Surface,4,Image 1,1,16,
5.26433e+08,,Surface,4,Image 1,1,17,
5.37936e+08,,Surface,4,Image 1,1,18,
6.11793e+09,,Surface,4,Image 1,1,19,
