
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.316629,,Surface,1,0,
0.636175,,Surface,1,1,
0.314401,,Surface,1,2,
0.425727,,Surface,1,3,
0.702389,,Surface,1,4,
0.587802,,Surface,1,5,
0.690731,,Surface,1,6,
0.67382,,Surface,1,7,
0.530597,,Surface,1,8,
0.867139,,Surface,1,9,
0.636621,,Surface,1,10,
0.714242,,Surface,1,11,
0.112879,,Surface,1,12,
0.724528,,Surface,1,13,
0.541539,,Surface,1,14,
0.822038,,Surface,1,15,
0.495572,,Surface,1,16,
0.8518,,Surface,1,17,
