
Intensity Mean Ch=5 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1236.8,,Surface,5,Image 1,1,0,
2245.2,,Surface,5,Image 1,1,1,
2176.19,,Surface,5,Image 1,1,2,
2254.12,,Surface,5,Image 1,1,3,
4601.4,,Surface,5,Image 1,1,4,
3401.28,,Surface,5,Image 1,1,5,
2730.1,,Surface,5,Image 1,1,6,
3676.9,,Surface,5,Image 1,1,7,
2123,,Surface,5,Image 1,1,8,
2337.67,,Surface,5,Image 1,1,9,
3318.32,,Surface,5,Image 1,1,10,
4309.09,,Surface,5,Image 1,1,11,
2618.51,,Surface,5,Image 1,1,12,
2770.12,,Surface,5,Image 1,1,13,
1151.73,,Surface,5,Image 1,1,14,
4170.92,,Surface,5,Image 1,1,15,
1176.98,,Surface,5,Image 1,1,16,
2382.05,,Surface,5,Image 1,1,17,
