
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1124,,Surface,3,Image 1,1,0,
172,,Surface,3,Image 1,1,1,
1116,,Surface,3,Image 1,1,2,
1538,,Surface,3,Image 1,1,3,
547,,Surface,3,Image 1,1,4,
609,,Surface,3,Image 1,1,5,
332,,Surface,3,Image 1,1,6,
1076,,Surface,3,Image 1,1,7,
911,,Surface,3,Image 1,1,8,
1137,,Surface,3,Image 1,1,9,
717,,Surface,3,Image 1,1,10,
350,,Surface,3,Image 1,1,11,
1025,,Surface,3,Image 1,1,12,
133,,Surface,3,Image 1,1,13,
763,,Surface,3,Image 1,1,14,
757,,Surface,3,Image 1,1,15,
229,,Surface,3,Image 1,1,16,
833,,Surface,3,Image 1,1,17,
