
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
5151.73,,Surface,3,Image 1,1,0,
6343.01,,Surface,3,Image 1,1,1,
5346.35,,Surface,3,Image 1,1,2,
6281.22,,Surface,3,Image 1,1,3,
7897.93,,Surface,3,Image 1,1,4,
7167,,Surface,3,Image 1,1,5,
7028.29,,Surface,3,Image 1,1,6,
8547.13,,Surface,3,Image 1,1,7,
7220.76,,Surface,3,Image 1,1,8,
6379.99,,Surface,3,Image 1,1,9,
6445.73,,Surface,3,Image 1,1,10,
7811.62,,Surface,3,Image 1,1,11,
7133.08,,Surface,3,Image 1,1,12,
7359.97,,Surface,3,Image 1,1,13,
9816.83,,Surface,3,Image 1,1,14,
7814.21,,Surface,3,Image 1,1,15,
5886.84,,Surface,3,Image 1,1,16,
7237.61,,Surface,3,Image 1,1,17,
