
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
447.432,um,Surface,Distance from Origin,1,0,
418.159,um,Surface,Distance from Origin,1,1,
372.794,um,Surface,Distance from Origin,1,2,
353.016,um,Surface,Distance from Origin,1,3,
373.589,um,Surface,Distance from Origin,1,4,
360.888,um,Surface,Distance from Origin,1,5,
312.034,um,Surface,Distance from Origin,1,6,
321.069,um,Surface,Distance from Origin,1,7,
292.078,um,Surface,Distance from Origin,1,8,
312.642,um,Surface,Distance from Origin,1,9,
338.482,um,Surface,Distance from Origin,1,10,
259.198,um,Surface,Distance from Origin,1,11,
314.474,um,Surface,Distance from Origin,1,12,
261.887,um,Surface,Distance from Origin,1,13,
204.578,um,Surface,Distance from Origin,1,14,
240.695,um,Surface,Distance from Origin,1,15,
156.848,um,Surface,Distance from Origin,1,16,
96.5224,um,Surface,Distance from Origin,1,17,
