
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
0,um,Surface,Image 1,1,0,
24.4613,um,Surface,Image 1,1,1,
0,um,Surface,Image 1,1,2,
46.2887,um,Surface,Image 1,1,3,
0,um,Surface,Image 1,1,4,
14.2915,um,Surface,Image 1,1,5,
79.6294,um,Surface,Image 1,1,6,
38.0859,um,Surface,Image 1,1,7,
106.205,um,Surface,Image 1,1,8,
52.1608,um,Surface,Image 1,1,9,
0,um,Surface,Image 1,1,10,
123.978,um,Surface,Image 1,1,11,
0,um,Surface,Image 1,1,12,
27.0613,um,Surface,Image 1,1,13,
93.4313,um,Surface,Image 1,1,14,
58.273,um,Surface,Image 1,1,15,
0,um,Surface,Image 1,1,16,
23.3906,um,Surface,Image 1,1,17,
