
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
4264,,Surface,4,Image 1,1,0,
3024,,Surface,4,Image 1,1,1,
4840,,Surface,4,Image 1,1,2,
4582,,Surface,4,Image 1,1,3,
3194,,Surface,4,Image 1,1,4,
3412,,Surface,4,Image 1,1,5,
3041,,Surface,4,Image 1,1,6,
4307,,Surface,4,Image 1,1,7,
4261,,Surface,4,Image 1,1,8,
4243,,Surface,4,Image 1,1,9,
3103,,Surface,4,Image 1,1,10,
3887,,Surface,4,Image 1,1,11,
4241,,Surface,4,Image 1,1,12,
3892,,Surface,4,Image 1,1,13,
3421,,Surface,4,Image 1,1,14,
3104,,Surface,4,Image 1,1,15,
4035,,Surface,4,Image 1,1,16,
3440,,Surface,4,Image 1,1,17,
