
Intensity Mean Ch=6 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
630.621,,Surface,6,Image 1,1,0,
1025.66,,Surface,6,Image 1,1,1,
729.376,,Surface,6,Image 1,1,2,
1638.77,,Surface,6,Image 1,1,3,
2078.55,,Surface,6,Image 1,1,4,
2000.26,,Surface,6,Image 1,1,5,
1067.04,,Surface,6,Image 1,1,6,
1658.57,,Surface,6,Image 1,1,7,
1523.64,,Surface,6,Image 1,1,8,
1285.08,,Surface,6,Image 1,1,9,
1586.66,,Surface,6,Image 1,1,10,
1586.35,,Surface,6,Image 1,1,11,
1239.97,,Surface,6,Image 1,1,12,
1568.3,,Surface,6,Image 1,1,13,
964.753,,Surface,6,Image 1,1,14,
1608.6,,Surface,6,Image 1,1,15,
606.81,,Surface,6,Image 1,1,16,
1348.75,,Surface,6,Image 1,1,17,
