
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.167455,,Surface,1,0,
0.0963459,,Surface,1,1,
0.389346,,Surface,1,2,
0.142425,,Surface,1,3,
0.076272,,Surface,1,4,
0.0740984,,Surface,1,5,
0.113606,,Surface,1,6,
0.0925066,,Surface,1,7,
0.134991,,Surface,1,8,
0.0341742,,Surface,1,9,
0.0606429,,Surface,1,10,
0.17398,,Surface,1,11,
0.603718,,Surface,1,12,
0.0627789,,Surface,1,13,
0.281133,,Surface,1,14,
0.0417507,,Surface,1,15,
0.107981,,Surface,1,16,
0.0658644,,Surface,1,17,
