
Area
 ==================== 
Area,Unit,Category,Time,ID,
2547.5,um^2,Surface,1,0,
8947.22,um^2,Surface,1,1,
1066.1,um^2,Surface,1,2,
1583.69,um^2,Surface,1,3,
9041.03,um^2,Surface,1,4,
12758.3,um^2,Surface,1,5,
6327.8,um^2,Surface,1,6,
4110.6,um^2,Surface,1,7,
4268.36,um^2,Surface,1,8,
5146.68,um^2,Surface,1,9,
11225.2,um^2,Surface,1,10,
3964.05,um^2,Surface,1,11,
1180.87,um^2,Surface,1,12,
5608.99,um^2,Surface,1,13,
1148.74,um^2,Surface,1,14,
15556.6,um^2,Surface,1,15,
7016.02,um^2,Surface,1,16,
6706.62,um^2,Surface,1,17,
