
Intensity Mean Ch=8 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
58.8145,,Surface,8,Image 1,1,0,
162.559,,Surface,8,Image 1,1,1,
185.199,,Surface,8,Image 1,1,2,
325.108,,Surface,8,Image 1,1,3,
482.917,,Surface,8,Image 1,1,4,
484.886,,Surface,8,Image 1,1,5,
50.9859,,Surface,8,Image 1,1,6,
0.313146,,Surface,8,Image 1,1,7,
135.364,,Surface,8,Image 1,1,8,
41.5673,,Surface,8,Image 1,1,9,
519.614,,Surface,8,Image 1,1,10,
292.931,,Surface,8,Image 1,1,11,
21.7299,,Surface,8,Image 1,1,12,
26.6083,,Surface,8,Image 1,1,13,
0,,Surface,8,Image 1,1,14,
85.8843,,Surface,8,Image 1,1,15,
110.962,,Surface,8,Image 1,1,16,
265.87,,Surface,8,Image 1,1,17,
