
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
277.734,347.624,47.076,um,Surface,Position,1,0,
300.867,286.17,49.4234,um,Surface,Position,1,1,
348.15,125.468,44.9976,um,Surface,Position,1,2,
293.196,191.838,43.0664,um,Surface,Position,1,3,
160.419,334.156,46.6299,um,Surface,Position,1,4,
213.948,286.868,46.6124,um,Surface,Position,1,5,
241.21,192.052,47.9419,um,Surface,Position,1,6,
120.738,294.148,44.547,um,Surface,Position,1,7,
187.493,219.555,44.1717,um,Surface,Position,1,8,
271.355,149.251,42.8445,um,Surface,Position,1,9,
326.354,78.1916,44.1529,um,Surface,Position,1,10,
149.91,206.098,47.2693,um,Surface,Position,1,11,
3.31804,311.394,43.7824,um,Surface,Position,1,12,
252.769,54.5964,41.3691,um,Surface,Position,1,13,
167.637,106.81,48.3915,um,Surface,Position,1,14,
97.0293,215.598,45.1291,um,Surface,Position,1,15,
149.563,13.7992,45.1885,um,Surface,Position,1,16,
69.001,52.1341,42.8657,um,Surface,Position,1,17,
