
Area
 ==================== 
Area,Unit,Category,Time,ID,
1346.8,um^2,Surface,1,0,
3198.67,um^2,Surface,1,1,
1140.6,um^2,Surface,1,2,
1072.28,um^2,Surface,1,3,
961.117,um^2,Surface,1,4,
3192.09,um^2,Surface,1,5,
4151.35,um^2,Surface,1,6,
6494.03,um^2,Surface,1,7,
1534.5,um^2,Surface,1,8,
1253.2,um^2,Surface,1,9,
4295.21,um^2,Surface,1,10,
4473.26,um^2,Surface,1,11,
1344.21,um^2,Surface,1,12,
5019.06,um^2,Surface,1,13,
22344.2,um^2,Surface,1,14,
2297.28,um^2,Surface,1,15,
1013.46,um^2,Surface,1,16,
915.266,um^2,Surface,1,17,
