
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
404.973,um,Surface,Distance from Origin,1,0,
401.149,um,Surface,Distance from Origin,1,1,
384.338,um,Surface,Distance from Origin,1,2,
380.44,um,Surface,Distance from Origin,1,3,
330.999,um,Surface,Distance from Origin,1,4,
334.551,um,Surface,Distance from Origin,1,5,
369.971,um,Surface,Distance from Origin,1,6,
361.375,um,Surface,Distance from Origin,1,7,
317.995,um,Surface,Distance from Origin,1,8,
301.105,um,Surface,Distance from Origin,1,9,
255.319,um,Surface,Distance from Origin,1,10,
273.156,um,Surface,Distance from Origin,1,11,
273.929,um,Surface,Distance from Origin,1,12,
213.276,um,Surface,Distance from Origin,1,13,
244.093,um,Surface,Distance from Origin,1,14,
211.745,um,Surface,Distance from Origin,1,15,
125.536,um,Surface,Distance from Origin,1,16,
86.3978,um,Surface,Distance from Origin,1,17,
