
Intensity Sum Ch=7 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
2.77534e+07,,Surface,7,Image 1,1,0,
6.95348e+08,,Surface,7,Image 1,1,1,
2.28355e+08,,Surface,7,Image 1,1,2,
3.78129e+08,,Surface,7,Image 1,1,3,
2.4083e+08,,Surface,7,Image 1,1,4,
2.60019e+09,,Surface,7,Image 1,1,5,
3.34346e+09,,Surface,7,Image 1,1,6,
5.8574e+09,,Surface,7,Image 1,1,7,
7.34189e+08,,Surface,7,Image 1,1,8,
4.79683e+08,,Surface,7,Image 1,1,9,
4.19989e+09,,Surface,7,Image 1,1,10,
3.72404e+09,,Surface,7,Image 1,1,11,
5.55603e+08,,Surface,7,Image 1,1,12,
5.96809e+09,,Surface,7,Image 1,1,13,
1.54353e+10,,Surface,7,Image 1,1,14,
1.53922e+09,,Surface,7,Image 1,1,15,
1.43611e+08,,Surface,7,Image 1,1,16,
6.86315e+08,,Surface,7,Image 1,1,17,
