
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
110,,Surface,2,Image 1,1,0,
146,,Surface,2,Image 1,1,1,
143,,Surface,2,Image 1,1,2,
41,,Surface,2,Image 1,1,3,
288,,Surface,2,Image 1,1,4,
73,,Surface,2,Image 1,1,5,
68,,Surface,2,Image 1,1,6,
88,,Surface,2,Image 1,1,7,
62,,Surface,2,Image 1,1,8,
85,,Surface,2,Image 1,1,9,
64,,Surface,2,Image 1,1,10,
46,,Surface,2,Image 1,1,11,
84,,Surface,2,Image 1,1,12,
23,,Surface,2,Image 1,1,13,
54,,Surface,2,Image 1,1,14,
69,,Surface,2,Image 1,1,15,
103,,Surface,2,Image 1,1,16,
38,,Surface,2,Image 1,1,17,
