
Intensity Sum Ch=4 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
6.01572e+08,,Surface,4,Image 1,1,0,
2.87344e+08,,Surface,4,Image 1,1,1,
3.0797e+08,,Surface,4,Image 1,1,2,
5.96247e+08,,Surface,4,Image 1,1,3,
1.00323e+10,,Surface,4,Image 1,1,4,
2.92718e+08,,Surface,4,Image 1,1,5,
4.10236e+09,,Surface,4,Image 1,1,6,
9.11441e+09,,Surface,4,Image 1,1,7,
1.35932e+10,,Surface,4,Image 1,1,8,
2.29594e+08,,Surface,4,Image 1,1,9,
2.20636e+09,,Surface,4,Image 1,1,10,
5.26497e+09,,Surface,4,Image 1,1,11,
2.78254e+08,,Surface,4,Image 1,1,12,
1.83157e+10,,Surface,4,Image 1,1,13,
8.81199e+08,,Surface,4,Image 1,1,14,
9.78634e+09,,Surface,4,Image 1,1,15,
5.00474e+09,,Surface,4,Image 1,1,16,
2.28969e+09,,Surface,4,Image 1,1,17,
3.64439e+08,,Surface,4,Image 1,1,18,
2.21762e+10,,Surface,4,Image 1,1,19,
9.74437e+08,,Surface,4,Image 1,1,20,
3.69235e+08,,Surface,4,Image 1,1,21,
6.82734e+09,,Surface,4,Image 1,1,22,
5.83142e+09,,Surface,4,Image 1,1,23,
2.10642e+09,,Surface,4,Image 1,1,24,
1.2619e+10,,Surface,4,Image 1,1,25,
1.23599e+10,,Surface,4,Image 1,1,26,
