
Intensity Mean Ch=6 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
108.258,,Surface,6,Image 1,1,0,
217.324,,Surface,6,Image 1,1,1,
35.3218,,Surface,6,Image 1,1,2,
183.253,,Surface,6,Image 1,1,3,
440.361,,Surface,6,Image 1,1,4,
134.899,,Surface,6,Image 1,1,5,
151.691,,Surface,6,Image 1,1,6,
66.1398,,Surface,6,Image 1,1,7,
201.896,,Surface,6,Image 1,1,8,
12.1039,,Surface,6,Image 1,1,9,
38.0907,,Surface,6,Image 1,1,10,
99.2836,,Surface,6,Image 1,1,11,
1052.86,,Surface,6,Image 1,1,12,
429.795,,Surface,6,Image 1,1,13,
21.2569,,Surface,6,Image 1,1,14,
32.9115,,Surface,6,Image 1,1,15,
500.002,,Surface,6,Image 1,1,16,
441.573,,Surface,6,Image 1,1,17,
981.184,,Surface,6,Image 1,1,18,
154.063,,Surface,6,Image 1,1,19,
108.884,,Surface,6,Image 1,1,20,
441.619,,Surface,6,Image 1,1,21,
86.326,,Surface,6,Image 1,1,22,
291.433,,Surface,6,Image 1,1,23,
19.7316,,Surface,6,Image 1,1,24,
298.788,,Surface,6,Image 1,1,25,
183.265,,Surface,6,Image 1,1,26,
