
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
187,,Surface,3,Image 1,1,0,
302,,Surface,3,Image 1,1,1,
278,,Surface,3,Image 1,1,2,
95,,Surface,3,Image 1,1,3,
190,,Surface,3,Image 1,1,4,
251,,Surface,3,Image 1,1,5,
170,,Surface,3,Image 1,1,6,
176,,Surface,3,Image 1,1,7,
127,,Surface,3,Image 1,1,8,
205,,Surface,3,Image 1,1,9,
40,,Surface,3,Image 1,1,10,
145,,Surface,3,Image 1,1,11,
402,,Surface,3,Image 1,1,12,
150,,Surface,3,Image 1,1,13,
143,,Surface,3,Image 1,1,14,
136,,Surface,3,Image 1,1,15,
180,,Surface,3,Image 1,1,16,
236,,Surface,3,Image 1,1,17,
559,,Surface,3,Image 1,1,18,
105,,Surface,3,Image 1,1,19,
240,,Surface,3,Image 1,1,20,
191,,Surface,3,Image 1,1,21,
207,,Surface,3,Image 1,1,22,
176,,Surface,3,Image 1,1,23,
185,,Surface,3,Image 1,1,24,
133,,Surface,3,Image 1,1,25,
137,,Surface,3,Image 1,1,26,
