
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1532,,Surface,4,Image 1,1,0,
1274,,Surface,4,Image 1,1,1,
1055,,Surface,4,Image 1,1,2,
1122,,Surface,4,Image 1,1,3,
1260,,Surface,4,Image 1,1,4,
1014,,Surface,4,Image 1,1,5,
1146,,Surface,4,Image 1,1,6,
1110,,Surface,4,Image 1,1,7,
1189,,Surface,4,Image 1,1,8,
1598,,Surface,4,Image 1,1,9,
1175,,Surface,4,Image 1,1,10,
1289,,Surface,4,Image 1,1,11,
1575,,Surface,4,Image 1,1,12,
1175,,Surface,4,Image 1,1,13,
1145,,Surface,4,Image 1,1,14,
961,,Surface,4,Image 1,1,15,
972,,Surface,4,Image 1,1,16,
1187,,Surface,4,Image 1,1,17,
1499,,Surface,4,Image 1,1,18,
799,,Surface,4,Image 1,1,19,
1436,,Surface,4,Image 1,1,20,
1658,,Surface,4,Image 1,1,21,
1213,,Surface,4,Image 1,1,22,
1193,,Surface,4,Image 1,1,23,
1316,,Surface,4,Image 1,1,24,
1020,,Surface,4,Image 1,1,25,
1085,,Surface,4,Image 1,1,26,
