
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
8,,Surface,2,Image 1,1,0,
15,,Surface,2,Image 1,1,1,
42,,Surface,2,Image 1,1,2,
5,,Surface,2,Image 1,1,3,
9,,Surface,2,Image 1,1,4,
24,,Surface,2,Image 1,1,5,
9,,Surface,2,Image 1,1,6,
13,,Surface,2,Image 1,1,7,
11,,Surface,2,Image 1,1,8,
35,,Surface,2,Image 1,1,9,
11,,Surface,2,Image 1,1,10,
8,,Surface,2,Image 1,1,11,
136,,Surface,2,Image 1,1,12,
5,,Surface,2,Image 1,1,13,
23,,Surface,2,Image 1,1,14,
0,,Surface,2,Image 1,1,15,
19,,Surface,2,Image 1,1,16,
18,,Surface,2,Image 1,1,17,
54,,Surface,2,Image 1,1,18,
0,,Surface,2,Image 1,1,19,
11,,Surface,2,Image 1,1,20,
5,,Surface,2,Image 1,1,21,
20,,Surface,2,Image 1,1,22,
14,,Surface,2,Image 1,1,23,
17,,Surface,2,Image 1,1,24,
0,,Surface,2,Image 1,1,25,
0,,Surface,2,Image 1,1,26,
