
Intensity StdDev Ch=7 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
0,,Surface,7,Image 1,1,0,
0,,Surface,7,Image 1,1,1,
0,,Surface,7,Image 1,1,2,
0,,Surface,7,Image 1,1,3,
501.274,,Surface,7,Image 1,1,4,
0,,Surface,7,Image 1,1,5,
273.194,,Surface,7,Image 1,1,6,
63.019,,Surface,7,Image 1,1,7,
183.859,,Surface,7,Image 1,1,8,
0,,Surface,7,Image 1,1,9,
0,,Surface,7,Image 1,1,10,
46.206,,Surface,7,Image 1,1,11,
1398.87,,Surface,7,Image 1,1,12,
372.656,,Surface,7,Image 1,1,13,
0,,Surface,7,Image 1,1,14,
32.7763,,Surface,7,Image 1,1,15,
519.478,,Surface,7,Image 1,1,16,
404.157,,Surface,7,Image 1,1,17,
0,,Surface,7,Image 1,1,18,
85.3712,,Surface,7,Image 1,1,19,
0,,Surface,7,Image 1,1,20,
0,,Surface,7,Image 1,1,21,
0,,Surface,7,Image 1,1,22,
434.052,,Surface,7,Image 1,1,23,
0,,Surface,7,Image 1,1,24,
349.004,,Surface,7,Image 1,1,25,
36.7249,,Surface,7,Image 1,1,26,
