
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.127205,,Surface,1,0,
0.496034,,Surface,1,1,
0.566051,,Surface,1,2,
0.595,,Surface,1,3,
0.368038,,Surface,1,4,
0.401163,,Surface,1,5,
0.28635,,Surface,1,6,
0.443718,,Surface,1,7,
0.583613,,Surface,1,8,
0.519992,,Surface,1,9,
0.367957,,Surface,1,10,
0.590205,,Surface,1,11,
0.318711,,Surface,1,12,
0.361244,,Surface,1,13,
0.525228,,Surface,1,14,
0.756322,,Surface,1,15,
0.5868,,Surface,1,16,
0.758949,,Surface,1,17,
0.625543,,Surface,1,18,
0.411184,,Surface,1,19,
0.262641,,Surface,1,20,
0.516464,,Surface,1,21,
0.775264,,Surface,1,22,
0.704624,,Surface,1,23,
0.684552,,Surface,1,24,
0.601594,,Surface,1,25,
0.628237,,Surface,1,26,
