
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
859.496,,Surface,5,Image 1,1,0,
928.75,,Surface,5,Image 1,1,1,
402.487,,Surface,5,Image 1,1,2,
891.321,,Surface,5,Image 1,1,3,
2472.98,,Surface,5,Image 1,1,4,
2425.38,,Surface,5,Image 1,1,5,
1087.91,,Surface,5,Image 1,1,6,
1316.93,,Surface,5,Image 1,1,7,
2044.88,,Surface,5,Image 1,1,8,
157.434,,Surface,5,Image 1,1,9,
712.405,,Surface,5,Image 1,1,10,
912.261,,Surface,5,Image 1,1,11,
3337.56,,Surface,5,Image 1,1,12,
2166.99,,Surface,5,Image 1,1,13,
643.401,,Surface,5,Image 1,1,14,
423.537,,Surface,5,Image 1,1,15,
2274.42,,Surface,5,Image 1,1,16,
2108.39,,Surface,5,Image 1,1,17,
1258.61,,Surface,5,Image 1,1,18,
1508.9,,Surface,5,Image 1,1,19,
536.664,,Surface,5,Image 1,1,20,
573.712,,Surface,5,Image 1,1,21,
821.164,,Surface,5,Image 1,1,22,
2537.27,,Surface,5,Image 1,1,23,
382.665,,Surface,5,Image 1,1,24,
2723.5,,Surface,5,Image 1,1,25,
1760.09,,Surface,5,Image 1,1,26,
