
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
3.79956,um,Surface,Image 1,1,0,
12.1974,um,Surface,Image 1,1,1,
31.7295,um,Surface,Image 1,1,2,
25.6905,um,Surface,Image 1,1,3,
41.3488,um,Surface,Image 1,1,4,
103.637,um,Surface,Image 1,1,5,
118.848,um,Surface,Image 1,1,6,
0,um,Surface,Image 1,1,7,
119.853,um,Surface,Image 1,1,8,
68.6041,um,Surface,Image 1,1,9,
43.9995,um,Surface,Image 1,1,10,
47.615,um,Surface,Image 1,1,11,
90.7103,um,Surface,Image 1,1,12,
48.4487,um,Surface,Image 1,1,13,
0,um,Surface,Image 1,1,14,
