
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
4509,,Surface,4,Image 1,1,0,
4018,,Surface,4,Image 1,1,1,
4764,,Surface,4,Image 1,1,2,
3202,,Surface,4,Image 1,1,3,
3884,,Surface,4,Image 1,1,4,
4440,,Surface,4,Image 1,1,5,
3642,,Surface,4,Image 1,1,6,
5195,,Surface,4,Image 1,1,7,
4980,,Surface,4,Image 1,1,8,
3857,,Surface,4,Image 1,1,9,
4240,,Surface,4,Image 1,1,10,
4202,,Surface,4,Image 1,1,11,
4899,,Surface,4,Image 1,1,12,
4555,,Surface,4,Image 1,1,13,
4666,,Surface,4,Image 1,1,14,
