
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
460.812,um,Surface,Distance from Origin,1,0,
425.003,um,Surface,Distance from Origin,1,1,
364.2,um,Surface,Distance from Origin,1,2,
357.695,um,Surface,Distance from Origin,1,3,
309.804,um,Surface,Distance from Origin,1,4,
288.623,um,Surface,Distance from Origin,1,5,
273.7,um,Surface,Distance from Origin,1,6,
347.688,um,Surface,Distance from Origin,1,7,
231.776,um,Surface,Distance from Origin,1,8,
238.89,um,Surface,Distance from Origin,1,9,
227.368,um,Surface,Distance from Origin,1,10,
208.65,um,Surface,Distance from Origin,1,11,
176.189,um,Surface,Distance from Origin,1,12,
105.682,um,Surface,Distance from Origin,1,13,
51.1715,um,Surface,Distance from Origin,1,14,
