
Intensity Sum Ch=5 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.35197e+08,,Surface,5,Image 1,1,0,
1.19743e+09,,Surface,5,Image 1,1,1,
2.38866e+08,,Surface,5,Image 1,1,2,
8.71186e+08,,Surface,5,Image 1,1,3,
4.90761e+08,,Surface,5,Image 1,1,4,
1.44083e+09,,Surface,5,Image 1,1,5,
7.78589e+07,,Surface,5,Image 1,1,6,
1.57322e+07,,Surface,5,Image 1,1,7,
7.74002e+07,,Surface,5,Image 1,1,8,
1.99879e+08,,Surface,5,Image 1,1,9,
1.80089e+08,,Surface,5,Image 1,1,10,
7.31777e+08,,Surface,5,Image 1,1,11,
1.76425e+08,,Surface,5,Image 1,1,12,
2.43884e+08,,Surface,5,Image 1,1,13,
1.55009e+09,,Surface,5,Image 1,1,14,
