
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
216,,Surface,2,Image 1,1,0,
101,,Surface,2,Image 1,1,1,
167,,Surface,2,Image 1,1,2,
25,,Surface,2,Image 1,1,3,
71,,Surface,2,Image 1,1,4,
56,,Surface,2,Image 1,1,5,
44,,Surface,2,Image 1,1,6,
210,,Surface,2,Image 1,1,7,
122,,Surface,2,Image 1,1,8,
229,,Surface,2,Image 1,1,9,
16,,Surface,2,Image 1,1,10,
18,,Surface,2,Image 1,1,11,
118,,Surface,2,Image 1,1,12,
56,,Surface,2,Image 1,1,13,
52,,Surface,2,Image 1,1,14,
