
Intensity Sum Ch=9 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
4.84203e+07,,Surface,9,Image 1,1,0,
2.17087e+08,,Surface,9,Image 1,1,1,
1.87316e+08,,Surface,9,Image 1,1,2,
0,,Surface,9,Image 1,1,3,
1.09182e+07,,Surface,9,Image 1,1,4,
0,,Surface,9,Image 1,1,5,
3.17748e+08,,Surface,9,Image 1,1,6,
2.06874e+08,,Surface,9,Image 1,1,7,
6.59221e+07,,Surface,9,Image 1,1,8,
0,,Surface,9,Image 1,1,9,
4.19969e+07,,Surface,9,Image 1,1,10,
2.00171e+08,,Surface,9,Image 1,1,11,
1.45175e+07,,Surface,9,Image 1,1,12,
2.74714e+08,,Surface,9,Image 1,1,13,
0,,Surface,9,Image 1,1,14,
5.81821e+07,,Surface,9,Image 1,1,15,
2.20659e+08,,Surface,9,Image 1,1,16,
0,,Surface,9,Image 1,1,17,
0,,Surface,9,Image 1,1,18,
1.99649e+08,,Surface,9,Image 1,1,19,
1.37254e+07,,Surface,9,Image 1,1,20,
4.00992e+07,,Surface,9,Image 1,1,21,
