
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1084,,Surface,3,Image 1,1,0,
529,,Surface,3,Image 1,1,1,
576,,Surface,3,Image 1,1,2,
980,,Surface,3,Image 1,1,3,
1401,,Surface,3,Image 1,1,4,
525,,Surface,3,Image 1,1,5,
454,,Surface,3,Image 1,1,6,
779,,Surface,3,Image 1,1,7,
425,,Surface,3,Image 1,1,8,
872,,Surface,3,Image 1,1,9,
1098,,Surface,3,Image 1,1,10,
224,,Surface,3,Image 1,1,11,
1245,,Surface,3,Image 1,1,12,
345,,Surface,3,Image 1,1,13,
1146,,Surface,3,Image 1,1,14,
1332,,Surface,3,Image 1,1,15,
654,,Surface,3,Image 1,1,16,
1151,,Surface,3,Image 1,1,17,
803,,Surface,3,Image 1,1,18,
363,,Surface,3,Image 1,1,19,
953,,Surface,3,Image 1,1,20,
808,,Surface,3,Image 1,1,21,
