
Area
 ==================== 
Area,Unit,Category,Time,ID,
1194.79,um^2,Surface,1,0,
5404.18,um^2,Surface,1,1,
10457.8,um^2,Surface,1,2,
4328.85,um^2,Surface,1,3,
2063.91,um^2,Surface,1,4,
1947.81,um^2,Surface,1,5,
8946.2,um^2,Surface,1,6,
5214.17,um^2,Surface,1,7,
9978.4,um^2,Surface,1,8,
2513.2,um^2,Surface,1,9,
6465.12,um^2,Surface,1,10,
4916.94,um^2,Surface,1,11,
2434.81,um^2,Surface,1,12,
15916.8,um^2,Surface,1,13,
1038.88,um^2,Surface,1,14,
1443.3,um^2,Surface,1,15,
9817.53,um^2,Surface,1,16,
5315.48,um^2,Surface,1,17,
4704.11,um^2,Surface,1,18,
7606,um^2,Surface,1,19,
1648.33,um^2,Surface,1,20,
3592.51,um^2,Surface,1,21,
