
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
173,,Surface,2,Image 1,1,0,
110,,Surface,2,Image 1,1,1,
88,,Surface,2,Image 1,1,2,
79,,Surface,2,Image 1,1,3,
165,,Surface,2,Image 1,1,4,
135,,Surface,2,Image 1,1,5,
89,,Surface,2,Image 1,1,6,
94,,Surface,2,Image 1,1,7,
83,,Surface,2,Image 1,1,8,
30,,Surface,2,Image 1,1,9,
48,,Surface,2,Image 1,1,10,
67,,Surface,2,Image 1,1,11,
143,,Surface,2,Image 1,1,12,
46,,Surface,2,Image 1,1,13,
127,,Surface,2,Image 1,1,14,
158,,Surface,2,Image 1,1,15,
64,,Surface,2,Image 1,1,16,
71,,Surface,2,Image 1,1,17,
68,,Surface,2,Image 1,1,18,
71,,Surface,2,Image 1,1,19,
176,,Surface,2,Image 1,1,20,
61,,Surface,2,Image 1,1,21,
