
Intensity Mean Ch=9 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1331.95,,Surface,9,Image 1,1,0,
569.436,,Surface,9,Image 1,1,1,
232.752,,Surface,9,Image 1,1,2,
0,,Surface,9,Image 1,1,3,
170.65,,Surface,9,Image 1,1,4,
0,,Surface,9,Image 1,1,5,
471.79,,Surface,9,Image 1,1,6,
497.317,,Surface,9,Image 1,1,7,
77.6182,,Surface,9,Image 1,1,8,
0,,Surface,9,Image 1,1,9,
108.51,,Surface,9,Image 1,1,10,
624.353,,Surface,9,Image 1,1,11,
140.842,,Surface,9,Image 1,1,12,
206.348,,Surface,9,Image 1,1,13,
0,,Surface,9,Image 1,1,14,
876.421,,Surface,9,Image 1,1,15,
295.919,,Surface,9,Image 1,1,16,
0,,Surface,9,Image 1,1,17,
0,,Surface,9,Image 1,1,18,
333.839,,Surface,9,Image 1,1,19,
313.938,,Surface,9,Image 1,1,20,
165.415,,Surface,9,Image 1,1,21,
