
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
3888,,Surface,4,Image 1,1,0,
4052,,Surface,4,Image 1,1,1,
3684,,Surface,4,Image 1,1,2,
3686,,Surface,4,Image 1,1,3,
4897,,Surface,4,Image 1,1,4,
4737,,Surface,4,Image 1,1,5,
3704,,Surface,4,Image 1,1,6,
4353,,Surface,4,Image 1,1,7,
4112,,Surface,4,Image 1,1,8,
3968,,Surface,4,Image 1,1,9,
4009,,Surface,4,Image 1,1,10,
4374,,Surface,4,Image 1,1,11,
4302,,Surface,4,Image 1,1,12,
3965,,Surface,4,Image 1,1,13,
4994,,Surface,4,Image 1,1,14,
5387,,Surface,4,Image 1,1,15,
4184,,Surface,4,Image 1,1,16,
4217,,Surface,4,Image 1,1,17,
4120,,Surface,4,Image 1,1,18,
4499,,Surface,4,Image 1,1,19,
5068,,Surface,4,Image 1,1,20,
4975,,Surface,4,Image 1,1,21,
