
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.353382,,Surface,1,0,
0.780963,,Surface,1,1,
0.709775,,Surface,1,2,
0.732153,,Surface,1,3,
0.618427,,Surface,1,4,
0.327537,,Surface,1,5,
0.793161,,Surface,1,6,
0.726812,,Surface,1,7,
0.704003,,Surface,1,8,
0.436254,,Surface,1,9,
0.635644,,Surface,1,10,
0.703491,,Surface,1,11,
0.492439,,Surface,1,12,
0.728385,,Surface,1,13,
0.639671,,Surface,1,14,
0.662606,,Surface,1,15,
0.790701,,Surface,1,16,
0.647029,,Surface,1,17,
0.672395,,Surface,1,18,
0.729922,,Surface,1,19,
0.111078,,Surface,1,20,
0.443415,,Surface,1,21,
