
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.425833,,Surface,1,0,
0.452564,,Surface,1,1,
0.385157,,Surface,1,2,
0.433361,,Surface,1,3,
0.352659,,Surface,1,4,
0.466003,,Surface,1,5,
0.400317,,Surface,1,6,
0.497395,,Surface,1,7,
0.418278,,Surface,1,8,
0.553165,,Surface,1,9,
0.382208,,Surface,1,10,
0.443395,,Surface,1,11,
0.416706,,Surface,1,12,
0.352906,,Surface,1,13,
0.473623,,Surface,1,14,
0.528427,,Surface,1,15,
0.390279,,Surface,1,16,
0.367823,,Surface,1,17,
0.531946,,Surface,1,18,
0.434759,,Surface,1,19,
0.337516,,Surface,1,20,
0.503316,,Surface,1,21,
