
Intensity Sum Ch=3 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
2.74479e+08,,Surface,3,Image 1,1,0,
2.13671e+09,,Surface,3,Image 1,1,1,
4.91905e+09,,Surface,3,Image 1,1,2,
1.49843e+09,,Surface,3,Image 1,1,3,
4.28974e+08,,Surface,3,Image 1,1,4,
3.89416e+08,,Surface,3,Image 1,1,5,
4.16639e+09,,Surface,3,Image 1,1,6,
2.1477e+09,,Surface,3,Image 1,1,7,
4.70402e+09,,Surface,3,Image 1,1,8,
8.14721e+08,,Surface,3,Image 1,1,9,
2.29593e+09,,Surface,3,Image 1,1,10,
1.45256e+09,,Surface,3,Image 1,1,11,
6.66267e+08,,Surface,3,Image 1,1,12,
7.24281e+09,,Surface,3,Image 1,1,13,
2.35759e+08,,Surface,3,Image 1,1,14,
4.41127e+08,,Surface,3,Image 1,1,15,
4.39775e+09,,Surface,3,Image 1,1,16,
2.10308e+09,,Surface,3,Image 1,1,17,
1.99222e+09,,Surface,3,Image 1,1,18,
3.4823e+09,,Surface,3,Image 1,1,19,
2.12485e+08,,Surface,3,Image 1,1,20,
1.35735e+09,,Surface,3,Image 1,1,21,
