
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
4890.31,,Surface,3,Image 1,1,0,
8096.68,,Surface,3,Image 1,1,1,
4765.67,,Surface,3,Image 1,1,2,
6595.19,,Surface,3,Image 1,1,3,
7480.94,,Surface,3,Image 1,1,4,
5025.58,,Surface,3,Image 1,1,5,
7071.67,,Surface,3,Image 1,1,6,
7011.96,,Surface,3,Image 1,1,7,
5666.58,,Surface,3,Image 1,1,8,
5607.83,,Surface,3,Image 1,1,9,
5057.77,,Surface,3,Image 1,1,10,
4875.12,,Surface,3,Image 1,1,11,
7546.82,,Surface,3,Image 1,1,12,
6772.17,,Surface,3,Image 1,1,13,
5406.55,,Surface,3,Image 1,1,14,
