
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
332.252,272.331,14.3598,um,Surface,Position,1,0,
151.27,345.876,11.2621,um,Surface,Position,1,1,
170.645,286.255,17.1928,um,Surface,Position,1,2,
204.783,286.156,11.4601,um,Surface,Position,1,3,
301.25,120.871,12.2993,um,Surface,Position,1,4,
218.327,126.635,14.5929,um,Surface,Position,1,5,
171.095,165.035,10.9552,um,Surface,Position,1,6,
43.2926,301.67,11.3457,um,Surface,Position,1,7,
11.0048,267.477,16.1356,um,Surface,Position,1,8,
73.0485,199.965,12.3673,um,Surface,Position,1,9,
171.791,113.684,15.2176,um,Surface,Position,1,10,
236.236,33.1322,15.3538,um,Surface,Position,1,11,
127.716,138.568,11.0551,um,Surface,Position,1,12,
75.3349,133.151,11.2188,um,Surface,Position,1,13,
17.1029,179.087,16.1189,um,Surface,Position,1,14,
