
Intensity Max Ch=6 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
53526,,Surface,6,Image 1,1,0,
31452,,Surface,6,Image 1,1,1,
8737,,Surface,6,Image 1,1,2,
65535,,Surface,6,Image 1,1,3,
16659,,Surface,6,Image 1,1,4,
25550,,Surface,6,Image 1,1,5,
28248,,Surface,6,Image 1,1,6,
30523,,Surface,6,Image 1,1,7,
9789,,Surface,6,Image 1,1,8,
10361,,Surface,6,Image 1,1,9,
13563,,Surface,6,Image 1,1,10,
20794,,Surface,6,Image 1,1,11,
17573,,Surface,6,Image 1,1,12,
15032,,Surface,6,Image 1,1,13,
11357,,Surface,6,Image 1,1,14,
