
Intensity Sum Ch=6 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
2.86779e+07,,Surface,6,Image 1,1,0,
1.86643e+08,,Surface,6,Image 1,1,1,
2.35981e+07,,Surface,6,Image 1,1,2,
6.23847e+08,,Surface,6,Image 1,1,3,
5.72076e+08,,Surface,6,Image 1,1,4,
3.75816e+07,,Surface,6,Image 1,1,5,
1.90536e+08,,Surface,6,Image 1,1,6,
4.73648e+08,,Surface,6,Image 1,1,7,
2.92709e+07,,Surface,6,Image 1,1,8,
2.57782e+07,,Surface,6,Image 1,1,9,
6.33148e+07,,Surface,6,Image 1,1,10,
4.20596e+07,,Surface,6,Image 1,1,11,
2.01754e+08,,Surface,6,Image 1,1,12,
9.44344e+07,,Surface,6,Image 1,1,13,
8.2038e+07,,Surface,6,Image 1,1,14,
