
Intensity Median Ch=5 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
17.48,,Surface,5,Image 1,1,0,
791.608,,Surface,5,Image 1,1,1,
9.452,,Surface,5,Image 1,1,2,
0,,Surface,5,Image 1,1,3,
15.232,,Surface,5,Image 1,1,4,
2.2,,Surface,5,Image 1,1,5,
0,,Surface,5,Image 1,1,6,
18.96,,Surface,5,Image 1,1,7,
15.072,,Surface,5,Image 1,1,8,
0,,Surface,5,Image 1,1,9,
2.86768,,Surface,5,Image 1,1,10,
5.7,,Surface,5,Image 1,1,11,
377.208,,Surface,5,Image 1,1,12,
9.2,,Surface,5,Image 1,1,13,
5.604,,Surface,5,Image 1,1,14,
