
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
4864.97,,Surface,1,Image 1,1,0,
3472.4,,Surface,1,Image 1,1,1,
3240.4,,Surface,1,Image 1,1,2,
3008.64,,Surface,1,Image 1,1,3,
2060.67,,Surface,1,Image 1,1,4,
3670.9,,Surface,1,Image 1,1,5,
3332.17,,Surface,1,Image 1,1,6,
2585.49,,Surface,1,Image 1,1,7,
2561.55,,Surface,1,Image 1,1,8,
3016.26,,Surface,1,Image 1,1,9,
1820.66,,Surface,1,Image 1,1,10,
1752.27,,Surface,1,Image 1,1,11,
2432.31,,Surface,1,Image 1,1,12,
2114.97,,Surface,1,Image 1,1,13,
1409.39,,Surface,1,Image 1,1,14,
