
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
7.49167,um,Surface,Image 1,1,0,
0,um,Surface,Image 1,1,1,
50.7265,um,Surface,Image 1,1,2,
34.425,um,Surface,Image 1,1,3,
22.3516,um,Surface,Image 1,1,4,
110.666,um,Surface,Image 1,1,5,
140.78,um,Surface,Image 1,1,6,
15.9301,um,Surface,Image 1,1,7,
0.73306,um,Surface,Image 1,1,8,
60.9641,um,Surface,Image 1,1,9,
98.1469,um,Surface,Image 1,1,10,
15.6962,um,Surface,Image 1,1,11,
112.007,um,Surface,Image 1,1,12,
61.0926,um,Surface,Image 1,1,13,
0,um,Surface,Image 1,1,14,
