
Intensity Mean Ch=6 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
542.239,,Surface,6,Image 1,1,0,
2762.87,,Surface,6,Image 1,1,1,
316.885,,Surface,6,Image 1,1,2,
1284.2,,Surface,6,Image 1,1,3,
1573.13,,Surface,6,Image 1,1,4,
564.517,,Surface,6,Image 1,1,5,
2198.66,,Surface,6,Image 1,1,6,
1460.82,,Surface,6,Image 1,1,7,
550.453,,Surface,6,Image 1,1,8,
697.18,,Surface,6,Image 1,1,9,
491.3,,Surface,6,Image 1,1,10,
300.539,,Surface,6,Image 1,1,11,
2081.24,,Surface,6,Image 1,1,12,
1503.11,,Surface,6,Image 1,1,13,
415.656,,Surface,6,Image 1,1,14,
