
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
746,,Surface,3,Image 1,1,0,
1014,,Surface,3,Image 1,1,1,
262,,Surface,3,Image 1,1,2,
175,,Surface,3,Image 1,1,3,
1021,,Surface,3,Image 1,1,4,
832,,Surface,3,Image 1,1,5,
1092,,Surface,3,Image 1,1,6,
252,,Surface,3,Image 1,1,7,
642,,Surface,3,Image 1,1,8,
1372,,Surface,3,Image 1,1,9,
503,,Surface,3,Image 1,1,10,
625,,Surface,3,Image 1,1,11,
515,,Surface,3,Image 1,1,12,
1210,,Surface,3,Image 1,1,13,
494,,Surface,3,Image 1,1,14,
