
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
429.839,um,Surface,Distance from Origin,1,0,
377.677,um,Surface,Distance from Origin,1,1,
333.702,um,Surface,Distance from Origin,1,2,
352.069,um,Surface,Distance from Origin,1,3,
324.827,um,Surface,Distance from Origin,1,4,
252.816,um,Surface,Distance from Origin,1,5,
237.97,um,Surface,Distance from Origin,1,6,
304.972,um,Surface,Distance from Origin,1,7,
268.189,um,Surface,Distance from Origin,1,8,
213.249,um,Surface,Distance from Origin,1,9,
206.562,um,Surface,Distance from Origin,1,10,
239.041,um,Surface,Distance from Origin,1,11,
188.772,um,Surface,Distance from Origin,1,12,
153.396,um,Surface,Distance from Origin,1,13,
180.623,um,Surface,Distance from Origin,1,14,
