
Intensity Mean Ch=4 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
15067.5,,Surface,4,Image 1,1,0,
20252.4,,Surface,4,Image 1,1,1,
23444.9,,Surface,4,Image 1,1,2,
22158.7,,Surface,4,Image 1,1,3,
22769.4,,Surface,4,Image 1,1,4,
14116.2,,Surface,4,Image 1,1,5,
12455.8,,Surface,4,Image 1,1,6,
22499.5,,Surface,4,Image 1,1,7,
21094.5,,Surface,4,Image 1,1,8,
14823.6,,Surface,4,Image 1,1,9,
20285.5,,Surface,4,Image 1,1,10,
21925.5,,Surface,4,Image 1,1,11,
22794.1,,Surface,4,Image 1,1,12,
16101.3,,Surface,4,Image 1,1,13,
20513,,Surface,4,Image 1,1,14,
