
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
430,,Surface,2,Image 1,1,0,
177,,Surface,2,Image 1,1,1,
49,,Surface,2,Image 1,1,2,
74,,Surface,2,Image 1,1,3,
244,,Surface,2,Image 1,1,4,
227,,Surface,2,Image 1,1,5,
401,,Surface,2,Image 1,1,6,
117,,Surface,2,Image 1,1,7,
102,,Surface,2,Image 1,1,8,
424,,Surface,2,Image 1,1,9,
158,,Surface,2,Image 1,1,10,
101,,Surface,2,Image 1,1,11,
184,,Surface,2,Image 1,1,12,
262,,Surface,2,Image 1,1,13,
74,,Surface,2,Image 1,1,14,
