
Intensity Sum Ch=7 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
2.74805e+08,,Surface,7,Image 1,1,0,
6.64307e+08,,Surface,7,Image 1,1,1,
1.1963e+09,,Surface,7,Image 1,1,2,
4.86763e+09,,Surface,7,Image 1,1,3,
4.69545e+09,,Surface,7,Image 1,1,4,
5.51718e+07,,Surface,7,Image 1,1,5,
9.55291e+09,,Surface,7,Image 1,1,6,
1.3883e+07,,Surface,7,Image 1,1,7,
1.62574e+09,,Surface,7,Image 1,1,8,
1.07484e+09,,Surface,7,Image 1,1,9,
5.42072e+07,,Surface,7,Image 1,1,10,
2.98475e+08,,Surface,7,Image 1,1,11,
1.96949e+09,,Surface,7,Image 1,1,12,
1.08639e+09,,Surface,7,Image 1,1,13,
2.35186e+08,,Surface,7,Image 1,1,14,
4.20548e+08,,Surface,7,Image 1,1,15,
6.72258e+08,,Surface,7,Image 1,1,16,
2.99392e+08,,Surface,7,Image 1,1,17,
5.43827e+08,,Surface,7,Image 1,1,18,
6.75464e+09,,Surface,7,Image 1,1,19,
8.09186e+07,,Surface,7,Image 1,1,20,
4.82892e+08,,Surface,7,Image 1,1,21,
7.1866e+08,,Surface,7,Image 1,1,22,
