
Area
 ==================== 
Area,Unit,Category,Time,ID,
1057.99,um^2,Surface,1,0,
1444.8,um^2,Surface,1,1,
1670.27,um^2,Surface,1,2,
8450.98,um^2,Surface,1,3,
6925.28,um^2,Surface,1,4,
1485.75,um^2,Surface,1,5,
19188,um^2,Surface,1,6,
885.38,um^2,Surface,1,7,
4106.89,um^2,Surface,1,8,
2675.91,um^2,Surface,1,9,
1439.9,um^2,Surface,1,10,
2188.73,um^2,Surface,1,11,
5164.66,um^2,Surface,1,12,
1571.95,um^2,Surface,1,13,
1165.42,um^2,Surface,1,14,
1212.08,um^2,Surface,1,15,
1433.76,um^2,Surface,1,16,
2029.16,um^2,Surface,1,17,
909.793,um^2,Surface,1,18,
20108.7,um^2,Surface,1,19,
1351.02,um^2,Surface,1,20,
1739.18,um^2,Surface,1,21,
1748.83,um^2,Surface,1,22,
