
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
850,,Surface,3,Image 1,1,0,
753,,Surface,3,Image 1,1,1,
664,,Surface,3,Image 1,1,2,
329,,Surface,3,Image 1,1,3,
620,,Surface,3,Image 1,1,4,
499,,Surface,3,Image 1,1,5,
406,,Surface,3,Image 1,1,6,
673,,Surface,3,Image 1,1,7,
632,,Surface,3,Image 1,1,8,
614,,Surface,3,Image 1,1,9,
931,,Surface,3,Image 1,1,10,
839,,Surface,3,Image 1,1,11,
564,,Surface,3,Image 1,1,12,
557,,Surface,3,Image 1,1,13,
585,,Surface,3,Image 1,1,14,
759,,Surface,3,Image 1,1,15,
817,,Surface,3,Image 1,1,16,
681,,Surface,3,Image 1,1,17,
1137,,Surface,3,Image 1,1,18,
427,,Surface,3,Image 1,1,19,
37,,Surface,3,Image 1,1,20,
936,,Surface,3,Image 1,1,21,
534,,Surface,3,Image 1,1,22,
