
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
39,,Surface,2,Image 1,1,0,
89,,Surface,2,Image 1,1,1,
61,,Surface,2,Image 1,1,2,
0,,Surface,2,Image 1,1,3,
20,,Surface,2,Image 1,1,4,
174,,Surface,2,Image 1,1,5,
26,,Surface,2,Image 1,1,6,
117,,Surface,2,Image 1,1,7,
25,,Surface,2,Image 1,1,8,
85,,Surface,2,Image 1,1,9,
43,,Surface,2,Image 1,1,10,
83,,Surface,2,Image 1,1,11,
21,,Surface,2,Image 1,1,12,
31,,Surface,2,Image 1,1,13,
37,,Surface,2,Image 1,1,14,
54,,Surface,2,Image 1,1,15,
61,,Surface,2,Image 1,1,16,
94,,Surface,2,Image 1,1,17,
47,,Surface,2,Image 1,1,18,
14,,Surface,2,Image 1,1,19,
22,,Surface,2,Image 1,1,20,
36,,Surface,2,Image 1,1,21,
39,,Surface,2,Image 1,1,22,
