
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
318.906,305.208,24.5786,um,Surface,Position,1,0,
310.935,273.999,22.6059,um,Surface,Position,1,1,
289.975,289.637,23.5359,um,Surface,Position,1,2,
253.088,338.993,28.3455,um,Surface,Position,1,3,
311.85,172.794,28.7508,um,Surface,Position,1,4,
180.943,260.406,24.6496,um,Surface,Position,1,5,
234.062,257.628,27.9451,um,Surface,Position,1,6,
266.447,121.066,25.7003,um,Surface,Position,1,7,
101.656,296.657,29.036,um,Surface,Position,1,8,
224.628,174.263,24.1205,um,Surface,Position,1,9,
129.801,216.317,25.826,um,Surface,Position,1,10,
178.217,172.928,23.2915,um,Surface,Position,1,11,
267.723,87.3656,27.9608,um,Surface,Position,1,12,
225.681,98.6524,31.0326,um,Surface,Position,1,13,
5.41524,300.3,25.7159,um,Surface,Position,1,14,
267.584,8.57494,25.4879,um,Surface,Position,1,15,
96.2618,186.761,28.1723,um,Surface,Position,1,16,
216.913,53.781,23.9717,um,Surface,Position,1,17,
211.543,30.9582,31.0416,um,Surface,Position,1,18,
51.5851,245.164,25.9231,um,Surface,Position,1,19,
99.1495,27.3284,22.0065,um,Surface,Position,1,20,
7.12389,127.639,23.6006,um,Surface,Position,1,21,
7.03319,60.4263,26.1433,um,Surface,Position,1,22,
